road_seg_id,data_time,volume,speed
13HV00C681013HSM0C6C700105472,2024-03-01 02:17:05,13,88.76
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:17:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:17:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:17:47,4,16.772
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:18:00,4,24.0
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:18:00,8,50.667
13GQN0C644013GOB0C64300102661,2024-03-01 02:18:00,8,69.0
13H000C647013H1N0C64600300543,2024-03-01 02:18:00,0,8.5
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:18:00,3,44.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:18:00,9,39.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:18:05,18,83.157
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:18:08,2,11.89
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:18:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:18:47,3,17.75
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:19:00,4,34.125
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:19:00,12,60.333
13GQN0C644013GOB0C64300102661,2024-03-01 02:19:00,19,56.333
13H000C647013H1N0C64600300543,2024-03-01 02:19:00,2,8.625
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:19:00,2,21.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:19:00,11,70.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:19:05,13,88.06
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:19:08,10,16.5
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:19:19,1,59.59
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:19:47,10,77.725
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:20:00,2,20.0
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:20:00,9,50.333
13GQN0C644013GOB0C64300102661,2024-03-01 02:20:00,13,67.333
13H000C647013H1N0C64600300543,2024-03-01 02:20:00,1,8.625
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:20:00,4,41.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:20:00,9,60.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:20:05,10,85.033
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:20:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:20:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:20:47,10,70.442
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:21:00,5,20.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:21:00,12,38.333
13GQN0C644013GOB0C64300102661,2024-03-01 02:21:00,9,68.667
13H000C647013H1N0C64600300543,2024-03-01 02:21:00,1,8.625
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:21:00,5,41.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:21:00,11,47.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:21:05,12,82.76
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:21:08,5,23.5
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:21:19,1,57.79
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:21:47,8,73.568
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:22:00,6,34.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:22:00,13,48.0
13H000C647013H1N0C64600300543,2024-03-01 02:22:00,2,8.625
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:22:00,5,43.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:22:00,11,55.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:22:05,14,91.133
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:22:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:22:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:22:47,6,40.35
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:23:00,2,20.125
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:23:00,4,34.667
13H000C647013H1N0C64600300543,2024-03-01 02:23:00,2,8.625
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:23:00,4,59.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:23:00,13,46.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:23:05,24,88.53
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:23:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:23:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:23:47,12,58.448
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:24:00,5,16.667
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:24:00,2,44.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:24:00,2,43.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:24:05,20,83.593
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:24:08,6,13.39
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:24:19,1,28.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:24:47,14,76.072
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:25:00,5,29.375
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:25:00,3,17.667
13H000C647013H1N0C64600300543,2024-03-01 02:25:00,1,4.312
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:25:00,4,58.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:25:00,6,36.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:25:05,16,85.4
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:25:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:25:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:25:47,9,76.442
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:26:00,3,33.333
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:26:00,10,46.333
13H000C647013H1N0C64600300543,2024-03-01 02:26:00,2,8.875
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:26:00,3,20.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:26:00,4,32.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:26:00,12,59.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:26:00,6,60.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:26:05,13,54.463
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:26:08,3,19.29
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:26:19,2,56.09
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:26:47,6,53.433
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:27:00,6,21.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:27:00,1,54.0
13H000C647013H1N0C64600300543,2024-03-01 02:27:00,2,9.125
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:27:00,0,0.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:27:00,8,56.5
13HV00C681013HSM0C6C700105472,2024-03-01 02:27:05,10,77.495
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:27:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:27:47,5,51.498
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:28:00,4,21.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:28:00,8,52.0
13H000C647013H1N0C64600300543,2024-03-01 02:28:00,0,9.125
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:28:00,2,37.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:28:00,9,53.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:28:05,12,86.193
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:28:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:28:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:28:47,15,59.098
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:29:00,1,23.5
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:29:00,6,58.667
13H000C647013H1N0C64600300543,2024-03-01 02:29:00,2,9.125
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:29:00,1,24.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:29:00,5,55.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:29:05,7,85.745
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:29:08,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:29:47,10,75.172
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:30:00,4,21.75
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:30:00,10,54.0
13H000C647013H1N0C64600300543,2024-03-01 02:30:00,2,9.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:30:00,3,73.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:30:00,7,60.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:30:05,7,51.167
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:30:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:30:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:30:47,4,30.1
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:31:00,4,35.375
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:31:00,16,46.6
13H000C647013H1N0C64600300543,2024-03-01 02:31:00,1,9.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:31:00,2,25.4
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:31:00,10,36.8
13HV00C681013HSM0C6C700105472,2024-03-01 02:31:05,13,87.197
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:31:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:31:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:31:47,10,76.522
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:32:00,3,21.125
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:32:00,5,47.667
13H000C647013H1N0C64600300543,2024-03-01 02:32:00,1,9.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:32:00,1,24.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:32:00,4,53.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:32:05,16,87.63
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:32:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:32:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:32:47,8,54.133
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:33:00,3,34.625
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:33:00,4,49.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:33:00,3,65.5
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:33:00,8,22.5
13HV00C681013HSM0C6C700105472,2024-03-01 02:33:05,11,81.195
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:33:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:33:19,2,41.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:33:47,7,56.522
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:34:00,5,34.875
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:34:00,1,9.75
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:34:00,9,50.667
13H000C647013H1N0C64600300543,2024-03-01 02:34:00,2,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:34:00,1,31.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:34:00,3,50.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:34:05,17,87.623
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:34:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:34:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:34:47,8,60.248
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:35:00,10,55.667
13H000C647013H1N0C64600300543,2024-03-01 02:35:00,0,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:35:00,1,24.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:35:00,6,51.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:35:05,11,77.495
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:35:08,2,25.1
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:35:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:35:47,6,54.67
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:36:00,2,21.875
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:36:00,10,49.333
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:36:00,2,54.5
13H000C647013H1N0C64600300543,2024-03-01 02:36:00,2,9.375
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:36:00,3,46.333
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:36:00,4,55.5
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:36:00,6,59.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:36:00,7,61.5
13HV00C681013HSM0C6C700105472,2024-03-01 02:36:05,11,90.933
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:36:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:36:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:36:47,12,56.122
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:37:00,5,35.5
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:37:00,4,47.0
13H000C647013H1N0C64600300543,2024-03-01 02:37:00,2,9.5
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:37:00,3,24.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:37:00,5,61.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:37:05,6,97.245
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:37:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:37:19,1,20.89
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:37:47,2,15.375
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:38:00,3,21.5
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:38:00,9,58.333
13H000C647013H1N0C64600300543,2024-03-01 02:38:00,0,9.5
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:38:00,1,20.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:38:00,9,51.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:38:05,20,85.123
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:38:08,4,6.5
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:38:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:38:47,5,49.293
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:39:00,6,34.5
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:39:00,8,54.0
13H000C647013H1N0C64600300543,2024-03-01 02:39:00,1,9.375
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:39:00,2,19.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:39:00,9,62.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:39:05,10,92.7
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:39:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:39:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:39:47,9,59.492
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:40:00,1,20.0
13H000C647013H1N0C64600300543,2024-03-01 02:40:00,1,9.375
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:40:00,1,22.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:40:00,7,25.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:40:05,13,90.33
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:40:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:40:19,1,38.09
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:40:47,12,81.642
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:41:00,3,21.0
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:41:00,12,51.833
13H000C647013H1N0C64600300543,2024-03-01 02:41:00,2,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:41:00,8,40.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:41:00,12,59.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:41:05,16,78.53
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:41:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:41:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:41:47,9,53.945
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:42:00,4,20.75
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:42:00,7,51.333
13H000C647013H1N0C64600300543,2024-03-01 02:42:00,1,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:42:00,0,0.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:42:00,10,62.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:42:05,33,81.733
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:42:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:42:19,6,28.5
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:42:47,6,57.468
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:43:00,3,20.5
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:43:00,5,53.667
13H000C647013H1N0C64600300543,2024-03-01 02:43:00,1,9.125
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:43:00,2,15.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:43:00,10,59.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:43:05,13,85.83
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:43:08,5,12.1
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:43:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:43:47,11,59.1
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:44:00,6,20.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:44:00,3,14.333
13H000C647013H1N0C64600300543,2024-03-01 02:44:00,1,9.125
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:44:00,2,16.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:44:00,9,42.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:44:05,8,84.867
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:44:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:44:19,1,36.7
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:44:47,4,54.098
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:45:00,3,20.125
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:45:00,7,53.333
13H000C647013H1N0C64600300543,2024-03-01 02:45:00,1,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:45:00,3,41.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:45:00,8,66.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:45:05,15,87.13
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:45:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:45:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:45:47,9,58.92
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:46:00,0,19.625
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:46:00,4,36.667
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:46:00,4,52.667
13H000C647013H1N0C64600300543,2024-03-01 02:46:00,0,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:46:00,0,0.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:46:00,1,10.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:46:00,11,60.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:46:00,9,54.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:46:05,14,87.897
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:46:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:46:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:46:47,10,73.718
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:47:00,2,19.125
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:47:00,12,53.333
13H000C647013H1N0C64600300543,2024-03-01 02:47:00,0,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:47:00,2,45.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:47:00,5,72.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:47:05,21,87.627
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:47:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:47:19,2,47.2
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:47:47,5,58.468
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:48:00,2,32.5
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:48:00,4,52.333
13H000C647013H1N0C64600300543,2024-03-01 02:48:00,1,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:48:00,1,16.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:48:00,8,55.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:48:05,13,86.99
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:48:08,1,17.7
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:48:19,2,41.29
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:48:47,7,68.42
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:49:00,2,18.875
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:49:00,9,52.0
13H000C647013H1N0C64600300543,2024-03-01 02:49:00,0,0.0
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:49:00,3,20.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:49:00,2,48.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:49:05,12,86.93
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:49:08,4,12.69
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:49:19,1,47.79
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:49:47,5,51.222
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:50:00,3,32.375
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:50:00,9,50.0
13H000C647013H1N0C64600300543,2024-03-01 02:50:00,2,9.125
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:50:00,2,40.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:50:00,9,48.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:50:05,7,86.463
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:50:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:50:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:50:47,20,69.222
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:51:00,4,32.375
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:51:00,12,48.333
13H000C647013H1N0C64600300543,2024-03-01 02:51:00,4,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:51:00,5,33.0
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:51:00,13,46.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:51:05,10,79.857
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:51:08,5,13.39
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:51:19,1,13.39
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:51:47,12,60.748
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:52:00,3,18.625
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:52:00,6,54.333
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:52:00,1,20.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:52:00,8,57.0
13HV00C681013HSM0C6C700105472,2024-03-01 02:52:05,16,88.833
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:52:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:52:19,1,41.4
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:52:47,5,37.2
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:53:00,11,18.438
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:53:00,10,57.0
13H000C647013H1N0C64600300543,2024-03-01 02:53:00,0,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:53:00,1,22.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:53:00,7,52.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:53:05,12,84.727
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:53:08,1,4.8
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:53:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:53:47,7,76.372
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:54:00,5,49.333
13H000C647013H1N0C64600300543,2024-03-01 02:54:00,0,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:54:00,1,22.333
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:54:00,4,43.667
13HV00C681013HSM0C6C700105472,2024-03-01 02:54:05,9,80.83
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:54:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:54:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:54:47,10,74.848
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:55:00,2,18.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:55:00,11,48.0
13H000C647013H1N0C64600300543,2024-03-01 02:55:00,1,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:55:00,2,26.667
13HA60C5JF013HA50C5HO00101324,2024-03-01 02:55:00,5,31.333
13HV00C681013HSM0C6C700105472,2024-03-01 02:55:05,7,57.727
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:55:08,0,0.0
13L9M0C3PV013L9E0C3PT00104111,2024-03-01 02:55:19,0,0.0
13FIJ0C554013FIO0C53C00104444,2024-03-01 02:55:47,10,73.52
13G6S0C4IE013G6P0C4KS00300772,2024-03-01 02:56:00,1,18.25
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:56:00,7,37.333
13G730C5JR013G9G0C5LM00100683,2024-03-01 02:56:00,8,49.0
13GQN0C644013GOB0C64300102661,2024-03-01 02:56:00,10,67.333
13H000C647013H1N0C64600300543,2024-03-01 02:56:00,0,9.25
13H1Q0C5R8013H1R0C5Q900101614,2024-03-01 02:56:00,0,0.0
