road_seg_id,window_start,window_end,total_volume,avg_speed,record_count
13EQB0C3DT013EPP0C3C600104214,2024-03-01 00:00:00,2024-03-01 00:15:00,25,7.4,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 00:15:00,2024-03-01 00:30:00,24,7.46,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 00:30:00,2024-03-01 00:45:00,27,6.76,14
13EQB0C3DT013EPP0C3C600104214,2024-03-01 00:45:00,2024-03-01 01:00:00,6,3.5,9
13EQB0C3DT013EPP0C3C600104214,2024-03-01 01:00:00,2024-03-01 01:15:00,23,7.6,13
13EQB0C3DT013EPP0C3C600104214,2024-03-01 01:15:00,2024-03-01 01:30:00,28,7.34,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 01:30:00,2024-03-01 01:45:00,20,4.33,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 01:45:00,2024-03-01 02:00:00,10,3.75,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:00:00,2024-03-01 02:15:00,12,3.31,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:15:00,2024-03-01 02:30:00,29,7.24,14
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:30:00,2024-03-01 02:45:00,11,2.91,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 02:45:00,2024-03-01 03:00:00,19,5.86,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 03:00:00,2024-03-01 03:15:00,30,4.2,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 03:15:00,2024-03-01 03:30:00,20,3.94,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 03:30:00,2024-03-01 03:45:00,18,4.92,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 03:45:00,2024-03-01 04:00:00,50,7.3,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 04:00:00,2024-03-01 04:15:00,31,8.25,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 04:15:00,2024-03-01 04:30:00,33,6.02,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 04:30:00,2024-03-01 04:45:00,35,6.73,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 04:45:00,2024-03-01 05:00:00,33,9.11,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 05:00:00,2024-03-01 05:15:00,41,8.95,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 05:15:00,2024-03-01 05:30:00,33,11.48,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 05:30:00,2024-03-01 05:45:00,87,8.12,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 05:45:00,2024-03-01 06:00:00,90,11.33,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 06:00:00,2024-03-01 06:15:00,99,10.7,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 06:15:00,2024-03-01 06:30:00,97,10.54,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 06:30:00,2024-03-01 06:45:00,105,8.19,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 06:45:00,2024-03-01 07:00:00,96,7.67,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 07:00:00,2024-03-01 07:15:00,106,6.15,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 07:15:00,2024-03-01 07:30:00,117,6.3,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 07:30:00,2024-03-01 07:45:00,120,7.95,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 07:45:00,2024-03-01 08:00:00,133,7.72,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 08:00:00,2024-03-01 08:15:00,88,6.03,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 08:15:00,2024-03-01 08:30:00,99,6.68,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 08:30:00,2024-03-01 08:45:00,99,6.06,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 08:45:00,2024-03-01 09:00:00,77,5.96,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 09:00:00,2024-03-01 09:15:00,100,8.09,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 09:15:00,2024-03-01 09:30:00,98,8.37,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 09:30:00,2024-03-01 09:45:00,127,8.15,14
13EQB0C3DT013EPP0C3C600104214,2024-03-01 09:45:00,2024-03-01 10:00:00,122,7.2,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 10:00:00,2024-03-01 10:15:00,121,8.21,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 10:15:00,2024-03-01 10:30:00,101,7.01,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 10:30:00,2024-03-01 10:45:00,81,8.15,12
13EQB0C3DT013EPP0C3C600104214,2024-03-01 10:45:00,2024-03-01 11:00:00,84,7.65,11
13EQB0C3DT013EPP0C3C600104214,2024-03-01 11:00:00,2024-03-01 11:15:00,80,7.84,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 11:15:00,2024-03-01 11:30:00,93,6.84,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 11:30:00,2024-03-01 11:45:00,72,6.48,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 11:45:00,2024-03-01 12:00:00,56,9.15,12
13EQB0C3DT013EPP0C3C600104214,2024-03-01 12:00:00,2024-03-01 12:15:00,77,9.94,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 12:15:00,2024-03-01 12:30:00,109,7.92,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 12:30:00,2024-03-01 12:45:00,81,6.42,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 12:45:00,2024-03-01 13:00:00,103,8.24,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 13:00:00,2024-03-01 13:15:00,117,9.05,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 13:15:00,2024-03-01 13:30:00,76,9.99,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 13:30:00,2024-03-01 13:45:00,80,8.72,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 13:45:00,2024-03-01 14:00:00,68,9.19,14
13EQB0C3DT013EPP0C3C600104214,2024-03-01 14:00:00,2024-03-01 14:15:00,88,8.39,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 14:15:00,2024-03-01 14:30:00,80,9.14,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 14:30:00,2024-03-01 14:45:00,68,6.09,13
13EQB0C3DT013EPP0C3C600104214,2024-03-01 14:45:00,2024-03-01 15:00:00,87,7.88,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 15:00:00,2024-03-01 15:15:00,110,7.14,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 15:15:00,2024-03-01 15:30:00,103,8.59,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 15:30:00,2024-03-01 15:45:00,100,6.92,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 15:45:00,2024-03-01 16:00:00,87,8.18,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 16:00:00,2024-03-01 16:15:00,97,6.41,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 16:15:00,2024-03-01 16:30:00,99,7.7,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 16:30:00,2024-03-01 16:45:00,86,8.79,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 16:45:00,2024-03-01 17:00:00,84,6.98,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 17:00:00,2024-03-01 17:15:00,83,7.36,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 17:15:00,2024-03-01 17:30:00,64,9.16,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 17:30:00,2024-03-01 17:45:00,62,12.75,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 17:45:00,2024-03-01 18:00:00,70,7.56,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 18:00:00,2024-03-01 18:15:00,84,7.39,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 18:15:00,2024-03-01 18:30:00,91,7.47,14
13EQB0C3DT013EPP0C3C600104214,2024-03-01 18:30:00,2024-03-01 18:45:00,109,8.48,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 18:45:00,2024-03-01 19:00:00,125,7.4,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 19:00:00,2024-03-01 19:15:00,88,8.24,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 19:15:00,2024-03-01 19:30:00,51,10.6,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 19:30:00,2024-03-01 19:45:00,53,10.4,13
13EQB0C3DT013EPP0C3C600104214,2024-03-01 19:45:00,2024-03-01 20:00:00,68,9.49,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 20:00:00,2024-03-01 20:15:00,77,10.68,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 20:15:00,2024-03-01 20:30:00,64,10.7,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 20:30:00,2024-03-01 20:45:00,63,9.24,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 20:45:00,2024-03-01 21:00:00,55,7.6,14
13EQB0C3DT013EPP0C3C600104214,2024-03-01 21:00:00,2024-03-01 21:15:00,59,5.8,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 21:15:00,2024-03-01 21:30:00,82,12.06,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 21:30:00,2024-03-01 21:45:00,85,11.39,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 21:45:00,2024-03-01 22:00:00,61,5.84,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 22:00:00,2024-03-01 22:15:00,59,10.27,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 22:15:00,2024-03-01 22:30:00,76,7.88,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 22:30:00,2024-03-01 22:45:00,40,7.52,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 22:45:00,2024-03-01 23:00:00,56,7.3,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 23:00:00,2024-03-01 23:15:00,39,8.43,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 23:15:00,2024-03-01 23:30:00,40,5.35,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 23:30:00,2024-03-01 23:45:00,34,9.48,15
13EQB0C3DT013EPP0C3C600104214,2024-03-01 23:45:00,2024-03-02 00:00:00,38,6.49,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 00:00:00,2024-03-02 00:15:00,25,10.02,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 00:15:00,2024-03-02 00:30:00,11,6.29,12
13EQB0C3DT013EPP0C3C600104214,2024-03-02 00:30:00,2024-03-02 00:45:00,8,5.2,9
13EQB0C3DT013EPP0C3C600104214,2024-03-02 00:45:00,2024-03-02 01:00:00,13,3.96,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 01:00:00,2024-03-02 01:15:00,25,6.05,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 01:15:00,2024-03-02 01:30:00,21,7.92,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 01:30:00,2024-03-02 01:45:00,28,5.1,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 01:45:00,2024-03-02 02:00:00,18,7.79,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 02:00:00,2024-03-02 02:15:00,5,1.32,13
13EQB0C3DT013EPP0C3C600104214,2024-03-02 02:15:00,2024-03-02 02:30:00,22,7.6,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 02:30:00,2024-03-02 02:45:00,7,2.99,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 02:45:00,2024-03-02 03:00:00,18,7.19,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 03:00:00,2024-03-02 03:15:00,25,6.49,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 03:15:00,2024-03-02 03:30:00,35,6.79,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 03:30:00,2024-03-02 03:45:00,44,8.35,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 03:45:00,2024-03-02 04:00:00,42,7.06,13
13EQB0C3DT013EPP0C3C600104214,2024-03-02 04:00:00,2024-03-02 04:15:00,37,8.83,11
13EQB0C3DT013EPP0C3C600104214,2024-03-02 04:15:00,2024-03-02 04:30:00,64,9.05,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 04:30:00,2024-03-02 04:45:00,46,5.63,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 04:45:00,2024-03-02 05:00:00,34,7.69,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 05:00:00,2024-03-02 05:15:00,30,8.51,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 05:15:00,2024-03-02 05:30:00,47,9.6,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 05:30:00,2024-03-02 05:45:00,76,12.86,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 05:45:00,2024-03-02 06:00:00,107,8.7,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 06:00:00,2024-03-02 06:15:00,90,10.52,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 06:15:00,2024-03-02 06:30:00,107,7.57,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 06:30:00,2024-03-02 06:45:00,98,7.65,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 06:45:00,2024-03-02 07:00:00,85,6.01,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 07:00:00,2024-03-02 07:15:00,118,9.48,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 07:15:00,2024-03-02 07:30:00,120,8.08,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 07:30:00,2024-03-02 07:45:00,113,8.25,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 07:45:00,2024-03-02 08:00:00,121,7.79,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 08:00:00,2024-03-02 08:15:00,94,6.85,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 08:15:00,2024-03-02 08:30:00,87,7.9,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 08:30:00,2024-03-02 08:45:00,106,6.86,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 08:45:00,2024-03-02 09:00:00,114,7.35,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 09:00:00,2024-03-02 09:15:00,108,7.18,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 09:15:00,2024-03-02 09:30:00,120,7.37,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 09:30:00,2024-03-02 09:45:00,118,7.25,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 09:45:00,2024-03-02 10:00:00,107,9.92,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 10:00:00,2024-03-02 10:15:00,105,8.22,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 10:15:00,2024-03-02 10:30:00,71,6.8,9
13EQB0C3DT013EPP0C3C600104214,2024-03-02 10:30:00,2024-03-02 10:45:00,113,7.82,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 10:45:00,2024-03-02 11:00:00,120,8.13,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 11:00:00,2024-03-02 11:15:00,81,8.79,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 11:15:00,2024-03-02 11:30:00,93,7.82,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 11:30:00,2024-03-02 11:45:00,89,7.28,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 11:45:00,2024-03-02 12:00:00,61,8.11,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 12:00:00,2024-03-02 12:15:00,96,8.25,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 12:15:00,2024-03-02 12:30:00,102,8.51,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 12:30:00,2024-03-02 12:45:00,89,7.83,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 12:45:00,2024-03-02 13:00:00,93,5.88,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 13:00:00,2024-03-02 13:15:00,93,7.99,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 13:15:00,2024-03-02 13:30:00,114,8.41,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 13:30:00,2024-03-02 13:45:00,124,8.76,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 13:45:00,2024-03-02 14:00:00,98,7.71,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 14:00:00,2024-03-02 14:15:00,106,8.69,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 14:15:00,2024-03-02 14:30:00,79,9.95,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 14:30:00,2024-03-02 14:45:00,82,6.85,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 14:45:00,2024-03-02 15:00:00,113,6.78,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 15:00:00,2024-03-02 15:15:00,136,8.66,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 15:15:00,2024-03-02 15:30:00,89,10.98,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 15:30:00,2024-03-02 15:45:00,82,6.28,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 15:45:00,2024-03-02 16:00:00,98,7.29,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 16:00:00,2024-03-02 16:15:00,96,7.43,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 16:15:00,2024-03-02 16:30:00,85,6.66,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 16:30:00,2024-03-02 16:45:00,96,7.18,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 16:45:00,2024-03-02 17:00:00,105,6.21,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 17:00:00,2024-03-02 17:15:00,104,7.92,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 17:15:00,2024-03-02 17:30:00,112,7.99,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 17:30:00,2024-03-02 17:45:00,97,7.83,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 17:45:00,2024-03-02 18:00:00,94,7.12,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 18:00:00,2024-03-02 18:15:00,93,8.12,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 18:15:00,2024-03-02 18:30:00,86,6.8,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 18:30:00,2024-03-02 18:45:00,80,6.71,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 18:45:00,2024-03-02 19:00:00,109,6.49,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 19:00:00,2024-03-02 19:15:00,106,9.0,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 19:15:00,2024-03-02 19:30:00,46,8.8,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 19:30:00,2024-03-02 19:45:00,30,10.12,12
13EQB0C3DT013EPP0C3C600104214,2024-03-02 19:45:00,2024-03-02 20:00:00,17,11.3,11
13EQB0C3DT013EPP0C3C600104214,2024-03-02 20:00:00,2024-03-02 20:15:00,42,12.6,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 20:15:00,2024-03-02 20:30:00,49,6.24,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 20:30:00,2024-03-02 20:45:00,40,8.82,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 20:45:00,2024-03-02 21:00:00,32,8.6,14
13EQB0C3DT013EPP0C3C600104214,2024-03-02 21:00:00,2024-03-02 21:15:00,39,9.36,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 21:15:00,2024-03-02 21:30:00,44,8.63,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 21:30:00,2024-03-02 21:45:00,70,7.8,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 21:45:00,2024-03-02 22:00:00,46,8.5,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 22:00:00,2024-03-02 22:15:00,47,9.19,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 22:15:00,2024-03-02 22:30:00,44,8.46,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 22:30:00,2024-03-02 22:45:00,50,11.22,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 22:45:00,2024-03-02 23:00:00,40,6.57,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 23:00:00,2024-03-02 23:15:00,33,4.56,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 23:15:00,2024-03-02 23:30:00,29,5.78,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 23:30:00,2024-03-02 23:45:00,54,8.22,15
13EQB0C3DT013EPP0C3C600104214,2024-03-02 23:45:00,2024-03-03 00:00:00,37,9.7,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 00:00:00,2024-03-03 00:15:00,17,7.45,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 00:15:00,2024-03-03 00:30:00,13,6.72,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 00:30:00,2024-03-03 00:45:00,15,3.47,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 00:45:00,2024-03-03 01:00:00,17,9.09,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 01:00:00,2024-03-03 01:15:00,31,3.97,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 01:15:00,2024-03-03 01:30:00,28,9.41,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 01:30:00,2024-03-03 01:45:00,17,9.44,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 01:45:00,2024-03-03 02:00:00,37,6.12,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 02:00:00,2024-03-03 02:15:00,14,5.16,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 02:15:00,2024-03-03 02:30:00,16,5.2,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 02:30:00,2024-03-03 02:45:00,19,7.42,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 02:45:00,2024-03-03 03:00:00,20,4.47,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 03:00:00,2024-03-03 03:15:00,35,5.33,10
13EQB0C3DT013EPP0C3C600104214,2024-03-03 03:15:00,2024-03-03 03:30:00,37,10.43,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 03:30:00,2024-03-03 03:45:00,21,10.59,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 03:45:00,2024-03-03 04:00:00,32,4.68,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 04:00:00,2024-03-03 04:15:00,76,8.71,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 04:15:00,2024-03-03 04:30:00,65,5.37,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 04:30:00,2024-03-03 04:45:00,58,7.51,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 04:45:00,2024-03-03 05:00:00,56,6.23,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 05:00:00,2024-03-03 05:15:00,73,8.24,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 05:15:00,2024-03-03 05:30:00,45,11.12,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 05:30:00,2024-03-03 05:45:00,52,10.49,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 05:45:00,2024-03-03 06:00:00,73,12.61,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 06:00:00,2024-03-03 06:15:00,99,7.49,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 06:15:00,2024-03-03 06:30:00,83,6.71,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 06:30:00,2024-03-03 06:45:00,84,7.88,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 06:45:00,2024-03-03 07:00:00,82,8.37,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 07:00:00,2024-03-03 07:15:00,122,8.85,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 07:15:00,2024-03-03 07:30:00,103,7.87,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 07:30:00,2024-03-03 07:45:00,100,8.82,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 07:45:00,2024-03-03 08:00:00,92,9.77,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 08:00:00,2024-03-03 08:15:00,88,6.91,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 08:15:00,2024-03-03 08:30:00,98,6.69,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 08:30:00,2024-03-03 08:45:00,95,7.36,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 08:45:00,2024-03-03 09:00:00,98,5.13,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 09:00:00,2024-03-03 09:15:00,103,7.95,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 09:15:00,2024-03-03 09:30:00,99,9.13,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 09:30:00,2024-03-03 09:45:00,107,7.29,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 09:45:00,2024-03-03 10:00:00,121,6.49,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 10:00:00,2024-03-03 10:15:00,107,7.44,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 10:15:00,2024-03-03 10:30:00,130,7.52,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 10:30:00,2024-03-03 10:45:00,92,8.22,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 10:45:00,2024-03-03 11:00:00,99,8.37,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 11:00:00,2024-03-03 11:15:00,66,8.77,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 11:15:00,2024-03-03 11:30:00,88,7.71,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 11:30:00,2024-03-03 11:45:00,67,7.6,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 11:45:00,2024-03-03 12:00:00,55,5.58,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 12:00:00,2024-03-03 12:15:00,85,6.88,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 12:15:00,2024-03-03 12:30:00,89,7.15,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 12:30:00,2024-03-03 12:45:00,82,7.65,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 12:45:00,2024-03-03 13:00:00,94,7.87,13
13EQB0C3DT013EPP0C3C600104214,2024-03-03 13:00:00,2024-03-03 13:15:00,107,8.35,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 13:15:00,2024-03-03 13:30:00,105,7.86,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 13:30:00,2024-03-03 13:45:00,133,8.14,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 13:45:00,2024-03-03 14:00:00,94,8.51,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 14:00:00,2024-03-03 14:15:00,87,6.58,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 14:15:00,2024-03-03 14:30:00,95,8.88,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 14:30:00,2024-03-03 14:45:00,101,6.89,14
13EQB0C3DT013EPP0C3C600104214,2024-03-03 14:45:00,2024-03-03 15:00:00,75,8.11,12
13EQB0C3DT013EPP0C3C600104214,2024-03-03 15:00:00,2024-03-03 15:15:00,109,9.68,15
13EQB0C3DT013EPP0C3C600104214,2024-03-03 15:15:00,2024-03-03 15:30:00,94,7.18,14
